bytes_sent,index,source_port,destination_ip,log_level,system_type,action,timestamp,destination_port,host_name,domain_name,response_code,bytes_received,query_duration,event_id,description,direction,status,response,application,service_name,process_id,protocol,rule_id,severity,query_type,message,user_id,session_duration,source_ip
,Firewall,51726,192.168.79.50,,,drop,2025-09-30T10:57:15.630988,5432,,,,,,ee51cfca-6448-430e-ad06-03155625197e,,inbound,,,,,,TCP,FW_RULE_7174,critical,,,,,139.100.193.162
,DNS,,51.121.245.136,,,,2025-09-30T11:20:39.142017,,,wiki.internal.net,0,,0.7,f182b323-e9c9-42a3-9c3d-fb922997926e,,,,NOERROR,,,,,,info,NS,,,,192.168.137.200
,Security,,10.153.38.234,,,permission_change,2025-09-30T10:56:02.833647,,,,,,,47890886-a811-4202-b168-f06823378ade,privilege escalation for user on firefox,,success,,outlook,,,,,critical,,,user37,,172.17.219.246
936928,Network,49463,10.57.42.217,,,,2025-09-30T11:19:11.313684,3306,,,,585358,,af52ee86-50ca-4d0f-876e-e9da1cf7ba2b,,,,,,,,TCP,,info,,,,240.678,154.150.90.8
,System Log,,172.23.15.144,ERROR,windows,,2025-09-30T11:06:12.490517,,WIN-4062,,,,,ccc56145-8595-47ae-a047-9a67ef098814,,,,,,nginx,33308,,,INFO,,Service stopped,,,10.186.3.205
,Firewall,11201,172.24.147.17,,,allow,2025-09-30T11:07:49.093512,443,,,,,,9541b0c5-4160-4313-b199-c08bf451e736,,outbound,,,,,,UDP,FW_RULE_3720,info,,,,,192.168.144.186
,DNS,,68.109.37.61,,,,2025-09-30T11:39:26.771667,,,example.com,1,,0.712,e0ac0e76-e749-446e-ae9a-fc9ba8b215db,,,,FORMERR,,,,,,info,CNAME,,,,172.22.111.231
,Security,,192.168.247.208,,,password_change,2025-09-30T10:49:25.655161,,,,,,,719811cd-3f2c-4e6a-aa77-820c6bee655a,system enforced for user on vpn,,success,,vpn,,,,,critical,,,user81,,192.168.32.42
547394,Network,38732,192.168.223.166,,,,2025-09-30T11:25:47.328125,8426,,,,412840,,86da6575-ba73-49a2-ac4f-9014e345e8a5,,,,,,,,TCP,,info,,,,150.758,199.128.187.153
,System Log,,192.168.31.8,WARNING,linux,,2025-09-30T11:28:40.394915,,LNX-9975,,,,,604a4d84-a85e-4e84-8689-a95f656fac5c,,,,,,postgresql,37477,,,ERROR,,Configuration reload,,,192.168.5.229
,Firewall,51099,10.253.115.178,,,drop,2025-09-30T11:08:30.606386,53,,,,,,02bda0f1-a400-408b-ad71-7b56be1ff5d0,,outbound,,,,,,UDP,FW_RULE_5283,warning,,,,,218.95.69.24
,DNS,,24.216.76.43,,,,2025-09-30T11:20:39.156167,,,test.org,3,,0.151,0bdb9778-b150-4b9e-aa2b-8b186b5f98e0,,,,NXDOMAIN,,,,,,info,MX,,,,10.25.4.107
,Security,,192.168.95.132,,,logout,2025-09-30T10:57:54.765807,,,,,,,1a9634b0-91f0-4b4d-8896-b8b1e0322d89,session timeout for user on vpn,,success,,vpn,,,,,medium,,,user49,,172.16.151.163
68827,Network,65428,192.168.144.218,,,,2025-09-30T11:36:44.327974,53,,,,675239,,dcdbad25-2b7e-47b1-822f-b04a888e33df,,,,,,,,TCP,,info,,,,154.184,233.197.158.191
,System Log,,172.25.71.159,INFO,windows,,2025-09-30T10:56:31.621318,,WIN-2492,,,,,7165e58d-3c63-4991-9fd9-5eb11ac3370a,,,,,,mysqld,5117,,,INFO,,Application crash,,,10.110.182.119
,Firewall,26789,10.75.33.157,,,allow,2025-09-30T11:25:12.557239,25,,,,,,6f785a56-65af-4f29-9702-2ec2c2cbcbab,,outbound,,,,,,ICMP,FW_RULE_1445,warning,,,,,17.162.120.209
,DNS,,18.8.48.118,,,,2025-09-30T11:12:42.841705,,,dev.company.local,0,,0.998,5c3518b7-c220-4b38-9117-3b5d5a77f733,,,,NOERROR,,,,,,info,A,,,,192.168.183.88
,Security,,10.95.13.112,,,password_change,2025-09-30T11:32:39.913980,,,,,,,561da838-183a-440d-8d21-3bb34d08a375,admin reset for user on firefox,,success,,chrome,,,,,high,,,user29,,192.168.120.157
934597,Network,58540,192.168.22.57,,,,2025-09-30T10:51:53.030470,22,,,,240273,,773b9032-207d-4768-a8a7-40fe1308d913,,,,,,,,ICMP,,info,,,,238.847,10.245.18.163
,System Log,,10.37.232.136,INFO,windows,,2025-09-30T11:09:04.278553,,WIN-4229,,,,,989e1ea9-9d2d-4e9d-9f88-7558172b1a8c,,,,,,sshd,39824,,,DEBUG,,Service stopped,,,172.16.238.130
,Firewall,33790,192.168.233.33,,,allow,2025-09-30T10:57:41.183928,25,,,,,,355277de-d18b-4e8d-baaf-f23383077186,,inbound,,,,,,TCP,FW_RULE_9061,info,,,,,91.197.222.86
,DNS,,88.132.206.210,,,,2025-09-30T11:30:47.589898,,,test.org,0,,0.12,5a23c25b-aad4-46f6-a38b-f1999276ae69,,,,NOERROR,,,,,,info,AAAA,,,,192.168.86.28
,Security,,192.168.112.33,,,file_access,2025-09-30T11:20:01.050121,,,,,,,559a57c1-ce01-46a1-864d-0b005d0e1b2a,delete for user on outlook,,success,,ssh,,,,,medium,,,user21,,192.168.114.157
155811,Network,57693,172.31.116.15,,,,2025-09-30T11:21:16.256090,3389,,,,1247183,,4f9fe2f3-9987-47b6-a1cb-1b5c2cf01ebe,,,,,,,,TCP,,info,,,,140.477,172.18.241.111
,System Log,,10.98.144.200,WARNING,linux,,2025-09-30T11:25:26.729961,,LNX-8227,,,,,84eb66b3-96f0-4cca-908a-eb439d6a9a9e,,,,,,httpd,30795,,,INFO,,USB device connected,,,10.198.88.32
,Firewall,18969,172.29.211.191,,,deny,2025-09-30T11:43:07.439570,25,,,,,,87a5d795-26d0-4d8a-bb1b-f642e5b8721b,,inbound,,,,,,ICMP,FW_RULE_6488,critical,,,,,172.19.232.40
,DNS,,56.74.57.237,,,,2025-09-30T10:57:05.197655,,,internal.net,0,,0.47,b8dc7caa-bad3-4115-a2ca-71a52cb90549,,,,NOERROR,,,,,,info,CNAME,,,,172.23.180.66
,Security,,172.16.173.86,,,file_access,2025-09-30T11:09:48.344644,,,,,,,666d89da-60ee-40dc-aa39-229db5c318f2,read for user on zoom,,success,,ssh,,,,,high,,,user64,,192.168.217.29
689169,Network,62274,192.168.219.251,,,,2025-09-30T11:36:19.989935,80,,,,467568,,2215702c-0da4-4109-b9ce-3ebf2abc0eb1,,,,,,,,TCP,,info,,,,130.888,17.172.247.245
,System Log,,172.31.29.143,ERROR,linux,,2025-09-30T10:58:50.513203,,LNX-7320,,,,,25efa794-f75f-4be5-8178-a5a225a10b5a,,,,,,sshd,54313,,,ERROR,,Process terminated,,,10.68.240.182
,Firewall,45596,172.27.74.237,,,allow,2025-09-30T11:07:53.174491,25,,,,,,6e9eba3a-cd06-4f8d-ada8-2ca5ae474e18,,outbound,,,,,,TCP,FW_RULE_8807,warning,,,,,107.132.154.45
,DNS,,33.199.118.31,,,,2025-09-30T10:54:11.533639,,,wiki.internal.net,0,,0.655,b9d9c699-1491-487a-8e57-047252dd4601,,,,NOERROR,,,,,,info,CNAME,,,,10.114.208.49
,Security,,172.21.222.54,,,logout,2025-09-30T11:24:04.465640,,,,,,,055bb952-e946-4ac3-9198-3a23b685de1b,system shutdown for user on vpn,,success,,zoom,,,,,critical,,,user85,,192.168.129.170
967172,Network,52689,10.112.144.214,,,,2025-09-30T11:31:11.543363,3389,,,,591382,,faf85530-0b3d-46ce-a793-4bf5c57b5b38,,,,,,,,TCP,,info,,,,239.771,205.125.194.125
,System Log,,192.168.136.142,INFO,windows,,2025-09-30T11:12:11.589989,,WIN-9188,,,,,f1dfc248-d337-49c7-9aca-14fd21921ed5,,,,,,postgresql,42254,,,DEBUG,,Service stopped,,,192.168.103.45
,Firewall,23815,192.168.63.244,,,drop,2025-09-30T11:30:11.642552,3389,,,,,,8d7edde6-3468-4f1d-a3c8-627e26163702,,outbound,,,,,,TCP,FW_RULE_9275,warning,,,,,10.62.42.228
,DNS,,1.229.252.211,,,,2025-09-30T11:03:43.387482,,,dev.company.local,0,,0.341,4f21df8a-6dde-4131-b4c0-5ff2711c8de6,,,,NOERROR,,,,,,info,TXT,,,,10.211.252.200
,Security,,192.168.105.233,,,password_change,2025-09-30T10:57:43.949295,,,,,,,d1af3afa-18cc-49e6-b0b0-dc18b7a3116a,admin reset for user on zoom,,success,,ssh,,,,,low,,,user83,,10.49.87.78
2030,Network,55142,172.19.148.211,,,,2025-09-30T11:15:16.099943,3306,,,,368067,,8ccd10d9-c041-419c-a447-c185a5f113fd,,,,,,,,TCP,,info,,,,124.747,192.168.154.202
,System Log,,192.168.248.129,INFO,linux,,2025-09-30T11:12:14.854882,,LNX-8862,,,,,30a6d1f3-95de-4cf9-881b-c9fe79a77a33,,,,,,postgresql,27111,,,CRITICAL,,Password authentication,,,172.21.43.246
,Firewall,22931,172.19.140.171,,,drop,2025-09-30T11:21:45.805019,53,,,,,,b6560c39-37a2-4368-a492-fc84866b16a2,,inbound,,,,,,UDP,FW_RULE_7664,critical,,,,,59.245.138.122
,DNS,,181.0.102.180,,,,2025-09-30T11:49:44.497063,,,test.org,0,,0.467,bf63fc03-6774-4111-b355-1d3f43b78bf0,,,,NOERROR,,,,,,info,CNAME,,,,192.168.6.43
,Security,,192.168.187.186,,,password_change,2025-09-30T11:04:46.609858,,,,,,,6b8110b5-1c70-4782-b0a1-ede427d0b9f9,admin reset for user on outlook,,success,,ssh,,,,,low,,,user95,,192.168.225.21
1371159,Network,61551,192.168.119.175,,,,2025-09-30T10:56:22.632481,32415,,,,652455,,68c2287f-4f1a-4a44-91e7-ad5635035d19,,,,,,,,ICMP,,info,,,,86.958,137.143.31.189
,System Log,,172.20.5.23,INFO,windows,,2025-09-30T11:06:23.312241,,WIN-4978,,,,,cf0d1b6f-bb3c-4c7d-be4b-c8d0cc6eec2b,,,,,,sshd,28471,,,WARNING,,Group membership changed,,,192.168.17.121
,Firewall,52493,192.168.36.178,,,drop,2025-09-30T11:28:02.753426,443,,,,,,d6cc765e-5dab-4210-968b-44bc539ab596,,outbound,,,,,,UDP,FW_RULE_4031,info,,,,,36.177.213.55
,DNS,,84.8.205.63,,,,2025-09-30T10:53:50.340143,,,company.local,0,,0.053,f326a76b-f8c0-4eaf-aee9-dafabc42304c,,,,NOERROR,,,,,,info,AAAA,,,,192.168.62.182
,Security,,10.29.41.241,,,password_change,2025-09-30T11:04:47.412694,,,,,,,b9bed1bb-b3fc-4dce-a3df-7ab0e06ce81e,system enforced for user on zoom,,success,,zoom,,,,,medium,,,user7,,192.168.133.43
1266213,Network,65267,172.19.175.122,,,,2025-09-30T11:01:50.269176,53,,,,1455646,,463e0c23-5ebe-4b0a-bbc2-9c5052b5c518,,,,,,,,ICMP,,info,,,,256.545,161.108.39.14
,System Log,,10.154.113.138,ERROR,linux,,2025-09-30T10:55:51.140328,,LNX-3193,,,,,a3e2dea8-bff4-41bf-ab31-4063623c79db,,,,,,nginx,16215,,,WARNING,,Configuration reload,,,192.168.184.192
,Firewall,15352,10.193.15.205,,,drop,2025-09-30T11:14:01.182591,443,,,,,,47751092-5ab3-47af-9b0f-513b87e77465,,outbound,,,,,,UDP,FW_RULE_8409,warning,,,,,233.144.178.7
,DNS,,181.88.211.48,,,,2025-09-30T11:28:56.706968,,,dev.company.local,0,,0.397,b9cb47a2-5c37-415a-92b3-c40240c61288,,,,NOERROR,,,,,,info,TXT,,,,172.17.80.197
,Security,,192.168.241.60,,,login,2025-09-30T11:40:06.125751,,,,,,,54dbe8dd-cd25-439b-919a-48d0892bed42,failed login for user on outlook,,failure,,ssh,,,,,critical,,,user56,,172.31.168.142
1170947,Network,53885,10.125.82.167,,,,2025-09-30T11:51:16.655406,3306,,,,1117114,,170ae8f5-8e00-408b-ab81-374b88294879,,,,,,,,UDP,,info,,,,231.492,80.35.198.164
,System Log,,172.18.115.186,WARNING,windows,,2025-09-30T11:01:02.909253,,WIN-5249,,,,,a028a3e6-b492-4519-8c4a-eaddfa63e299,,,,,,sshd,23330,,,DEBUG,,Application crash,,,10.230.220.32
,Firewall,24564,172.25.124.167,,,drop,2025-09-30T11:47:52.214084,3306,,,,,,6d1c6004-cba7-465b-85d0-e3ddafd04612,,inbound,,,,,,UDP,FW_RULE_3022,critical,,,,,10.30.76.127
,DNS,,57.138.24.83,,,,2025-09-30T11:24:22.988868,,,mail.company.local,0,,0.633,67b33f15-5ae4-45e1-a04e-e157f0d82fb5,,,,NOERROR,,,,,,info,MX,,,,192.168.76.200
,Security,,192.168.214.18,,,file_access,2025-09-30T11:09:27.134516,,,,,,,8ab9ba29-523b-4c3a-8187-17d7dfea8f95,write for user on outlook,,success,,chrome,,,,,medium,,,user52,,192.168.224.168
1049313,Network,62861,172.27.76.175,,,,2025-09-30T11:32:09.362254,25,,,,925494,,26b14f68-0cf3-4bd2-a160-8a31b3964980,,,,,,,,UDP,,info,,,,21.378,172.23.91.208
,System Log,,10.140.168.161,INFO,linux,,2025-09-30T11:29:36.769165,,LNX-3093,,,,,78dd84c2-5915-43be-a60f-aa742321b660,,,,,,postgresql,38154,,,WARNING,,SSH login,,,192.168.37.233
,Firewall,55549,10.149.26.125,,,drop,2025-09-30T12:05:30.102908,22,,,,,,e0811675-608c-4c17-bc82-987832137976,,outbound,,,,,,UDP,FW_RULE_5278,warning,,,,,21.170.51.250
,DNS,,98.241.77.141,,,,2025-09-30T11:50:48.984154,,,example.com,0,,0.578,2cf85932-a6c6-4373-b16d-e50ff4c0b804,,,,NOERROR,,,,,,info,A,,,,10.135.97.131
,Security,,192.168.226.246,,,password_change,2025-09-30T11:40:20.847101,,,,,,,30b28393-d1b5-4f70-ba37-3d2af259f10d,admin reset for user on firefox,,success,,zoom,,,,,critical,,,user89,,172.26.250.201
1004477,Network,49941,192.168.88.183,,,,2025-09-30T11:40:48.669026,5432,,,,595432,,a69f84d5-952f-4779-9d00-ba9d0685627f,,,,,,,,UDP,,info,,,,255.487,10.42.15.251
,System Log,,172.24.220.156,ERROR,windows,,2025-09-30T11:48:22.461139,,WIN-5256,,,,,db69273e-61ae-478a-87cb-477bfb7e1d6d,,,,,,postgresql,12469,,,WARNING,,Group membership changed,,,10.162.197.196
,Firewall,64608,10.94.115.214,,,allow,2025-09-30T11:55:45.513246,80,,,,,,d6eb1b74-0de9-4d6e-8688-91be7cec06ac,,outbound,,,,,,TCP,FW_RULE_8288,critical,,,,,10.23.211.33
,DNS,,4.185.74.46,,,,2025-09-30T11:46:37.593058,,,mail.company.local,0,,0.551,ad6f23fb-eb74-47ab-93ef-0b77e0d8e6bb,,,,NOERROR,,,,,,info,MX,,,,192.168.216.250
,Security,,192.168.96.127,,,login,2025-09-30T11:14:07.607366,,,,,,,e77eb7cb-11b0-4a10-b4cb-6a8d6d49f34a,account locked for user on ssh,,success,,ssh,,,,,low,,,user40,,10.190.39.227
150074,Network,23268,10.173.6.244,,,,2025-09-30T11:19:01.896704,39600,,,,1344271,,682a0373-52fc-4c96-8b90-a9855bb1af71,,,,,,,,TCP,,info,,,,264.571,10.209.179.51
,System Log,,172.23.238.190,INFO,windows,,2025-09-30T12:05:44.132440,,WIN-9092,,,,,e257d349-31ff-427c-824d-61447cbf4995,,,,,,httpd,12799,,,CRITICAL,,User account created,,,172.16.198.17
,Firewall,57441,192.168.223.156,,,deny,2025-09-30T11:20:14.332257,443,,,,,,75a152c0-4b80-4192-90f7-e9b63a5d389e,,outbound,,,,,,ICMP,FW_RULE_4585,info,,,,,6.130.31.177
,DNS,,148.229.9.216,,,,2025-09-30T12:04:39.025452,,,example.com,0,,0.843,7dba7294-e0c3-445b-9b22-24da9e38dbbb,,,,NOERROR,,,,,,info,AAAA,,,,192.168.206.206
,Security,,192.168.238.167,,,login,2025-09-30T11:17:49.441871,,,,,,,b860f12e-82d6-47ff-bbbe-61feface0856,account locked for user on firefox,,success,,chrome,,,,,low,,,user22,,192.168.253.81
301572,Network,58545,192.168.134.28,,,,2025-09-30T11:48:40.692779,443,,,,616825,,039da2e6-9f1f-46b2-b0af-a57b177be7ad,,,,,,,,ICMP,,info,,,,177.477,230.0.141.194
,System Log,,192.168.81.89,INFO,windows,,2025-09-30T11:47:59.595072,,WIN-5705,,,,,7d37c113-2141-4637-a0b6-2520249308ac,,,,,,sshd,12,,,ERROR,,Group membership changed,,,192.168.162.151
,Firewall,1638,192.168.3.217,,,drop,2025-09-30T11:32:02.735276,3389,,,,,,6ae246a5-8424-4a03-971c-5015c9e0b933,,inbound,,,,,,ICMP,FW_RULE_6467,info,,,,,192.168.157.92
,DNS,,36.47.30.187,,,,2025-09-30T11:14:00.665439,,,example.com,2,,0.732,ea1399b8-8c7d-4f7f-93c6-5da99b95668a,,,,SERVFAIL,,,,,,info,TXT,,,,192.168.176.172
,Security,,172.24.48.207,,,logout,2025-09-30T11:56:35.504386,,,,,,,7c7c45d3-fd42-4d93-aab7-f8d21863c4e6,user initiated for user on ssh,,success,,ssh,,,,,critical,,,user94,,10.34.172.14
1097233,Network,60813,172.25.236.57,,,,2025-09-30T11:14:13.719170,3389,,,,1118850,,d7f8a1a2-42c3-49cb-8cde-e66b23093c4c,,,,,,,,ICMP,,info,,,,208.274,10.54.234.150
,System Log,,172.30.122.144,ERROR,windows,,2025-09-30T11:12:51.918187,,WIN-8773,,,,,7fc2e27d-126f-4ac9-8fb5-49778b5299fa,,,,,,sshd,54756,,,DEBUG,,Application crash,,,192.168.30.215
,Firewall,38085,10.114.218.49,,,allow,2025-09-30T11:12:21.963277,22,,,,,,a8d4c1ea-d191-4a08-a443-f2ed6b9d18bc,,outbound,,,,,,UDP,FW_RULE_4704,critical,,,,,172.16.236.156
,DNS,,40.10.167.84,,,,2025-09-30T11:14:50.297451,,,company.local,0,,0.132,931cfaba-3fb6-4836-afc6-a742f82b5c38,,,,NOERROR,,,,,,info,MX,,,,172.20.212.81
,Security,,192.168.115.156,,,login,2025-09-30T11:28:52.898858,,,,,,,929d725e-5bba-4326-8b9d-f29acc45a709,successful login for user on firefox,,success,,slack,,,,,low,,,user22,,192.168.177.245
469956,Network,49573,172.24.34.99,,,,2025-09-30T11:36:15.498019,80,,,,1401633,,68e0396f-8e8f-4097-a62a-4a31f2254a69,,,,,,,,TCP,,info,,,,36.526,10.253.53.98
,System Log,,192.168.120.155,ERROR,linux,,2025-09-30T11:44:56.127619,,LNX-8624,,,,,78313e80-d1f9-4953-9ceb-6708c3ce6de8,,,,,,nginx,23238,,,CRITICAL,,Configuration reload,,,10.29.243.129
,Firewall,35714,172.23.229.138,,,drop,2025-09-30T11:13:22.436495,22,,,,,,dcf85dcf-d63c-4681-b158-6d33869f6ba9,,outbound,,,,,,ICMP,FW_RULE_6484,warning,,,,,172.22.190.29
,DNS,,97.22.88.153,,,,2025-09-30T12:07:32.616346,,,wiki.internal.net,0,,0.818,fa3cb542-8053-40b1-8d8d-1d92040aa036,,,,NOERROR,,,,,,info,MX,,,,172.23.59.173
,Security,,172.23.93.116,,,login,2025-09-30T11:23:36.057778,,,,,,,9407cf03-e5ea-4511-8cee-cda6ac78126f,failed login for user on firefox,,failure,,ssh,,,,,low,,,user82,,10.139.131.87
902019,Network,56910,10.3.50.118,,,,2025-09-30T11:36:13.288095,443,,,,208958,,16dc06d3-d14d-4e82-a522-64d96a1e6fce,,,,,,,,ICMP,,info,,,,198.222,192.168.175.217
,System Log,,10.115.155.214,INFO,windows,,2025-09-30T11:21:04.871118,,WIN-4623,,,,,9f88f2c7-6f64-487e-b288-f711904eb5a7,,,,,,httpd,12396,,,INFO,,Password changed,,,172.26.86.10
,Firewall,30522,192.168.250.45,,,allow,2025-09-30T11:52:47.960995,80,,,,,,2dc4b9ac-2d44-4d72-88a2-d45ee92f52c8,,inbound,,,,,,UDP,FW_RULE_6507,critical,,,,,10.98.171.44
,DNS,,178.61.16.141,,,,2025-09-30T11:17:57.209964,,,test.org,0,,0.344,0f1d1233-20e7-4ede-a687-175c2ed64d76,,,,NOERROR,,,,,,info,TXT,,,,172.16.19.172
,Security,,172.26.92.245,,,logout,2025-09-30T11:33:03.085615,,,,,,,ae323b25-32fe-4e93-8da1-753e9a8423f5,system shutdown for user on firefox,,success,,chrome,,,,,medium,,,user51,,10.175.33.16
854128,Network,53820,172.28.136.227,,,,2025-09-30T11:28:38.575783,5432,,,,324869,,0c5d1249-da7e-4274-bb41-ddf174b261aa,,,,,,,,TCP,,info,,,,126.217,172.16.211.140
,System Log,,10.180.130.81,ERROR,linux,,2025-09-30T12:07:02.321002,,LNX-5491,,,,,2be02838-0442-41a4-abc5-d58bd7ade217,,,,,,postgresql,35971,,,INFO,,sudo command execution,,,192.168.171.234
,Firewall,18759,192.168.194.143,,,deny,2025-09-30T11:49:02.832321,443,,,,,,d3044a74-c8b2-431c-8fb2-d44443914c2f,,inbound,,,,,,UDP,FW_RULE_1513,info,,,,,172.26.216.217
,DNS,,74.141.192.203,,,,2025-09-30T11:40:22.147250,,,internal.net,0,,0.359,4d75c30e-7723-43ea-ac0e-8b6bc1583666,,,,NOERROR,,,,,,info,NS,,,,192.168.85.28
,Security,,172.27.113.49,,,password_change,2025-09-30T12:00:55.552268,,,,,,,23a6bd2f-4076-487e-bbfb-0adc7dd1a54f,admin reset for user on slack,,success,,slack,,,,,high,,,user5,,10.240.73.87
734554,Network,61450,172.24.98.167,,,,2025-09-30T11:28:07.041250,3389,,,,568757,,94739c23-3b00-4ab7-a5ed-36e8925ac39e,,,,,,,,ICMP,,info,,,,263.555,172.21.185.232
,System Log,,172.30.145.240,INFO,windows,,2025-09-30T12:07:13.764058,,WIN-8222,,,,,740b1971-e7b1-4e4b-85a3-1b02dd8f73a5,,,,,,nginx,28005,,,WARNING,,Configuration changed,,,192.168.168.161
,Firewall,65216,172.30.38.33,,,allow,2025-09-30T12:10:27.999358,3389,,,,,,80a96be6-a72f-493c-bae2-0f4a77a35635,,outbound,,,,,,ICMP,FW_RULE_5266,warning,,,,,10.95.135.9
,DNS,,169.56.120.237,,,,2025-09-30T12:04:34.840506,,,example.com,0,,0.364,e9850b3e-4174-4421-876b-0cfb6d774123,,,,NOERROR,,,,,,info,AAAA,,,,172.17.156.133
,Security,,10.51.255.81,,,permission_change,2025-09-30T11:51:38.905559,,,,,,,f629a773-6719-4e1d-a0bd-0b2905c07d5a,group membership change for user on zoom,,success,,zoom,,,,,high,,,user56,,192.168.158.0
306850,Network,50151,192.168.200.12,,,,2025-09-30T11:47:11.898244,3306,,,,726001,,282a06ee-9a5f-4bda-8567-28b63dc0070c,,,,,,,,ICMP,,info,,,,36.83,81.37.48.80
,System Log,,10.234.212.53,ERROR,windows,,2025-09-30T12:02:13.468259,,WIN-4261,,,,,c43e27ca-83b2-47a3-a69d-03deffa7163e,,,,,,postgresql,35176,,,WARNING,,Service stopped,,,10.60.203.183
,Firewall,44790,192.168.79.232,,,deny,2025-09-30T11:49:18.360780,53,,,,,,f5a3047f-d671-4de9-a8d8-2cac78275732,,outbound,,,,,,UDP,FW_RULE_5089,critical,,,,,172.21.196.207
,DNS,,220.27.41.105,,,,2025-09-30T12:04:58.204420,,,internal.net,2,,0.857,67206bae-f0c1-4742-bd8f-ab46ac6b7c98,,,,SERVFAIL,,,,,,info,AAAA,,,,10.253.94.82
,Security,,10.92.7.119,,,logout,2025-09-30T11:23:01.162180,,,,,,,25d2c0fb-ba48-43e9-8227-3fea7d37f556,session timeout for user on outlook,,success,,zoom,,,,,low,,,user71,,10.240.255.240
1471669,Network,59023,10.135.46.169,,,,2025-09-30T11:41:02.498194,80,,,,690204,,83888961-cbca-4627-9bfb-57a4e632e6dd,,,,,,,,UDP,,info,,,,57.13,23.14.215.112
,System Log,,172.16.45.119,INFO,linux,,2025-09-30T12:03:24.968523,,LNX-2216,,,,,6dbdd658-ba81-4c9b-b694-72f9fc0af054,,,,,,sshd,31821,,,ERROR,,SSH login,,,172.22.181.97
,Firewall,11044,192.168.17.251,,,deny,2025-09-30T11:26:35.696672,25,,,,,,9e3d1b4c-4966-46ad-ac03-5ffcb415edae,,outbound,,,,,,UDP,FW_RULE_2757,critical,,,,,20.176.210.140
,DNS,,150.107.185.69,,,,2025-09-30T11:23:28.888982,,,company.local,0,,0.896,f83e8a6b-556d-45c7-875a-7f70b61cb9b1,,,,NOERROR,,,,,,info,MX,,,,10.23.29.247
,Security,,10.174.43.152,,,file_access,2025-09-30T12:17:39.314298,,,,,,,f27d6b67-e2df-4c99-8dab-37a28f13b90b,read for user on ssh,,success,,vpn,,,,,high,,,user69,,172.20.119.87
20240,Network,59122,10.195.133.140,,,,2025-09-30T11:52:54.111495,5432,,,,890544,,f6b54c32-7c87-41dc-96c2-22a50b5964f3,,,,,,,,UDP,,info,,,,110.775,58.189.175.100
,System Log,,172.24.177.110,INFO,windows,,2025-09-30T12:07:42.101634,,WIN-5541,,,,,d2a776fb-6e68-49b9-8abd-f2c27f4b2df4,,,,,,nginx,59044,,,ERROR,,Password changed,,,192.168.252.114
,Firewall,12406,10.58.28.135,,,drop,2025-09-30T11:24:04.979109,53,,,,,,a9dba7c7-6552-4499-af63-05c53e185954,,inbound,,,,,,ICMP,FW_RULE_4490,critical,,,,,115.241.197.24
,DNS,,82.155.22.40,,,,2025-09-30T12:08:44.571702,,,company.local,0,,0.085,22882c0b-aee0-47f2-830c-b2844cacc78e,,,,NOERROR,,,,,,info,AAAA,,,,10.64.3.196
,Security,,10.88.120.182,,,logout,2025-09-30T12:10:23.894107,,,,,,,9071ff36-6cc0-445d-b424-490882ac58bc,user initiated for user on chrome,,success,,vpn,,,,,low,,,user15,,192.168.145.187
1398966,Network,53172,10.48.134.123,,,,2025-09-30T12:15:22.833778,5432,,,,313844,,4a941aaf-884e-4c42-825e-36b8a991197c,,,,,,,,UDP,,info,,,,252.936,192.168.78.69
,System Log,,10.56.0.31,INFO,linux,,2025-09-30T11:57:35.765391,,LNX-7796,,,,,a0da137c-456d-4b56-9f70-ba5dfafa088d,,,,,,sshd,28446,,,DEBUG,,Process terminated,,,172.30.220.249
,Firewall,920,192.168.117.25,,,allow,2025-09-30T11:40:19.104754,3306,,,,,,c4ec5bf4-02d1-44f0-bc48-4c65439b9a3c,,inbound,,,,,,TCP,FW_RULE_6462,critical,,,,,192.168.132.171
,DNS,,55.177.18.26,,,,2025-09-30T11:56:58.549750,,,wiki.internal.net,0,,0.76,46299c63-ae76-482a-bd07-87cd4bec6ab9,,,,NOERROR,,,,,,info,MX,,,,10.58.128.88
,Security,,172.26.25.78,,,password_change,2025-09-30T11:23:42.314485,,,,,,,bf076de8-45f7-4e4a-b802-395fabde465a,system enforced for user on firefox,,success,,ssh,,,,,low,,,user8,,192.168.39.250
1284135,Network,60005,10.8.167.19,,,,2025-09-30T12:17:07.777863,5432,,,,1342830,,c1c873b7-3852-4935-bc55-cec783d3e164,,,,,,,,ICMP,,info,,,,174.319,172.27.2.162
,System Log,,10.250.155.153,INFO,linux,,2025-09-30T12:04:38.921428,,LNX-8102,,,,,bfab4ca5-43fe-4918-9051-c943e16b3e0d,,,,,,sshd,2113,,,DEBUG,,Service restart,,,192.168.33.58
,Firewall,52531,172.25.97.119,,,drop,2025-09-30T12:11:36.685367,5432,,,,,,18aed8a9-dc9c-4a79-8809-fba0ea6140b3,,outbound,,,,,,ICMP,FW_RULE_1176,warning,,,,,104.203.145.37
,DNS,,133.171.87.60,,,,2025-09-30T12:01:49.668633,,,example.com,0,,0.595,b3e8db44-fc67-4f42-81a3-9e22b159043b,,,,NOERROR,,,,,,info,NS,,,,10.76.5.248
,Security,,192.168.8.192,,,password_change,2025-09-30T12:02:59.002148,,,,,,,7b2a97ad-0c19-4cd7-99ec-906ac370293b,user initiated for user on slack,,success,,outlook,,,,,medium,,,user83,,10.233.230.32
